Name,Made,Fuel Type,Mileage,Gearbox,Engine,Power,Location,Price
Toyota Corolla Verso,2006-11,Dyzelinas,,Mechaninė,2.2,100,"Kaunas, Lietuva",2 200 €
Suzuki Grand Vitara I,2004-02,Benzinas/Dujos,274 000 km,Automatinė,2.7,127,"Ukmergė, Lietuva",2 200 €
Volkswagen Phaeton,2005-12,Dyzelinas,250 000 km,Automatinė,3.0,165,"Plungė, Lietuva",2 200 €
Volkswagen Passat B5 FL,2002-06,Dyzelinas,,Mechaninė,1.9,96,"Radviliškis, Lietuva",2 200 €
Smart Roadster,2004-11,Benzinas,181 000 km,Mechaninė,1.0,52,"Klaipėda, Lietuva",2 200 €
Volvo XC90,2005-08,Dyzelinas,338 843 km,Mechaninė,2.0,100,"Biržai, Lietuva",2 200 €
Subaru Forester I,2000-07,Benzinas,220 000 km,Mechaninė,2.0,92,"Vilnius, Lietuva",2 200 €
Volkswagen Golf V,2008-03,Dyzelinas,245 000 km,Mechaninė,1.9,77,"Panevėžys, Lietuva",2 200 €
Mercedes-Benz B 200,2005-05,Benzinas,300 000 km,Mechaninė,2.0,100,"Kaunas, Lietuva",2 200 €
Ssangyong MUSSO,1997-04,Dyzelinas,,Mechaninė,2.3,59,"Jurbarkas, Lietuva",2 200 €
Opel Zafira,2008-08,Dyzelinas,,Mechaninė,1.9,110,"Plungė, Lietuva",2 200 €
Aixam Kitas,2009-11,Dyzelinas,,Automatinė,0.4,,"Vilnius, Lietuva",2 200 €
Kia Cee'd,2010-12,Dyzelinas,437 000 km,Mechaninė,1.6,85,"Klaipėda, Lietuva",2 200 €
Subaru Forester,2002-11,Benzinas/Dujos,330 000 km,Automatinė,2.0,130,"Varėna, Lietuva",2 200 €
Volkswagen Passat B6 TDI DSG,2009-02,Dyzelinas,311 045 km,Automatinė,1.9,103,"Mažeikiai, Lietuva",2 200 €
Volkswagen Passat B6 TDI Comfortline DSG,2006-02,Dyzelinas,323 000 km,Automatinė,2.0,103,"Kėdainiai, Lietuva",2 200 €
Mercedes-Benz C 180 Elegance,2001-11,Benzinas,79 000 km,Mechaninė,2.0,95,"Vilnius, Lietuva",2 200 €
Toyota Avensis Verso,2004-07,Dyzelinas,350 400 km,Mechaninė,2.0,85,"Vilnius, Lietuva",2 200 €
Mercedes-Benz Vito W638,2003-04,Dyzelinas,212 465 km,Automatinė,2.2,90,"Klaipėda, Lietuva",2 200 €
Citroen C8,2008-01,Dyzelinas,322 000 km,Mechaninė,2.0,88,"Kaunas, Lietuva",2 200 €
Seat Toledo,2008-05,Dyzelinas,150 000 km,Mechaninė,1.9,77,"Kelmė, Lietuva",2 200 €
Toyota RAV4 VVT-i 4x4,2003-01,Benzinas/Dujos,2 813 km,Automatinė,2.0,110,"Vilnius, Lietuva",2 200 € + mokesčiai
Volkswagen Transporter T4,1999-12,Dyzelinas,266 405 km,Mechaninė,1.9,66,"Kaunas, Lietuva",2 200 €
Opel Zafira B,2006-09,Dyzelinas,205 000 km,Mechaninė,1.9,88,"Vilnius, Lietuva",2 200 €
Volkswagen Caravelle,1996-05,Dyzelinas,,Mechaninė,2.5,75,"Kaišiadorys, Lietuva",2 200 €
Volkswagen Passat B6 TDI DPF Comfortline,2008-02,Dyzelinas,274 024 km,Mechaninė,2.0,125,"Telšiai, Lietuva",2 200 €
Skoda Roomster,2008-07,Dyzelinas,250 000 km,Mechaninė,1.4,59,"Rokiškis, Lietuva",2 200 €
Mazda MX-6,1992-06,Benzinas/Dujos,210 000 km,Mechaninė,2.0,85,"Šiauliai, Lietuva",2 200 €
Audi A4 TDI QUATTRO,1997-05,Dyzelinas,411 877 km,Mechaninė,1.9,81,"Visaginas, Lietuva",2 200 €
Ford Focus,2008-10,Dyzelinas,240 000 km,Mechaninė,1.6,80,"Marijampolė, Lietuva",2 200 €
Audi A3 TDI Ambiente,2004-04,Dyzelinas,,Mechaninė,2.0,103,"Panevėžys, Lietuva",2 200 €
Seat Exeo TDI DPF,2013-09,Dyzelinas,311 000 km,Mechaninė,2.0,105,"Tauragė, Lietuva",2 200 €
Audi A4 B7 TDI,2006-06,Dyzelinas,355 000 km,Mechaninė,2.0,103,"Zarasai, Lietuva",2 200 €
Nissan Murano V6 SL 2WD,2005-01,Benzinas,195 200 km,Automatinė,3.5,180,"Lazdijai, Lietuva",2 200 €
Volvo S40 II,2007-03,Benzinas,175 000 km,Mechaninė,1.8,92,"Jonava, Lietuva",2 200 €
Lada Niva,1992-01,Benzinas,,Mechaninė,1.6,54,"Anykščiai, Lietuva",2 200 €
Kia Carnival CRDi Freedom,2006-08,Dyzelinas,276 000 km,Mechaninė,2.9,136,"Klaipėda, Lietuva",2 200 € + mokesčiai
Volkswagen Sharan I TDI Basis,2006-03,Dyzelinas,370 000 km,Mechaninė,2.0,103,"Kaišiadorys, Lietuva",2 200 €
Audi A4,2002-01,Dyzelinas,,Mechaninė,1.9,74,"Vilnius, Lietuva",2 200 €
Honda Civic i-CTDi TypeS,2009-04,Dyzelinas,265 250 km,Mechaninė,2.2,103,"Prienai, Lietuva",2 200 €
BMW 520 E60 D,2004-12,Dyzelinas,230 000 km,Automatinė,2.5,130,"Vilnius, Lietuva",2 200 €
Chevrolet Aveo,2006-06,Benzinas,93 000 km,Mechaninė,1.4,,"Pakruojis, Lietuva",2 200 €
Volkswagen Golf Trendline,2005-06,Benzinas,266 200 km,Mechaninė,1.4,55,"Šilutė, Lietuva",2 200 €
Volvo V70 D5,2008-01,Dyzelinas,,Automatinė,2.4,136,"Marijampolė, Lietuva",2 200 €
MG MGF,1999-07,Benzinas,,Mechaninė,1.8,88,"Klaipėda, Lietuva",2 200 €
Volkswagen Passat B6,2005-01,Dyzelinas,280 000 km,Mechaninė,2.0,103,"Kretinga, Lietuva",2 200 €
Skoda Fabia II,2008-03,Benzinas,154 500 km,Mechaninė,1.4,63,"Vilnius, Lietuva",2 200 €
Audi A4 B7 TDI,2005-04,Dyzelinas,,Mechaninė,2.0,103,"Panevėžys, Lietuva",2 230 €
Volkswagen Golf,2006-07,Dyzelinas,238 115 km,Mechaninė,1.9,74,"Marijampolė, Lietuva",2 250 €
Toyota Avensis,2005-07,Benzinas,250 000 km,Automatinė,2.4,95,"Marijampolė, Lietuva",2 250 €
Mercedes-Benz A 180,2005-12,Dyzelinas,,Automatinė,2.0,80,"Kretinga, Lietuva",2 250 €
Toyota Corolla Verso,2006-11,Dyzelinas,,Mechaninė,2.0,100,"Kaunas, Lietuva",2 250 €
Volkswagen Passat T.A 2026,2001-12,Dyzelinas,260 944 km,Mechaninė,1.9,74,"Klaipėda, Lietuva",2 250 €
Volvo V70 D5 AWD Momentum,2006-01,Dyzelinas,351 000 km,Automatinė,2.4,136,"Marijampolė, Lietuva",2 250 €
Toyota Avensis D-4D Sol,2007-10,Dyzelinas,,Mechaninė,2.0,93,"Vilnius, Lietuva",2 250 €
BMW 320 E46 d,2003-07,Dyzelinas,,Automatinė,2.0,110,"Kaunas, Lietuva",2 250 €
Volkswagen Golf,2005-11,Benzinas,228 000 km,Mechaninė,1.6,75,"Kėdainiai, Lietuva",2 250 €
Skoda Fabia TDI,2005-08,Dyzelinas,194 000 km,Mechaninė,1.9,74,"Kėdainiai, Lietuva",2 250 €
Ford Focus C-Max TDCI,2005-10,Dyzelinas,,Automatinė,1.6,80,"Kėdainiai, Lietuva",2 250 €
Volkswagen Touareg R5 TDI,2005-10,Dyzelinas,149 000 km,Mechaninė,2.5,128,"Vilnius, Lietuva",2 250 €
Toyota Land Cruiser,1987-05,Benzinas,250 195 km,Mechaninė,2.4,81,"Kaunas, Lietuva",2 250 €
Ford Galaxy TDI Ambiente,2004-09,Dyzelinas,289 565 km,Mechaninė,1.9,85,"Kėdainiai, Lietuva",2 250 €
Mercedes-Benz ML 270 CDI,2003-04,Dyzelinas,300 000 km,Automatinė,2.7,120,"Šiauliai, Lietuva",2 250 €
Audi A3,2006-07,Benzinas,198 000 km,Mechaninė,1.6,85,"Šiauliai, Lietuva",2 250 €
Volvo XC70,2000-12,Benzinas/Dujos,,Mechaninė,2.4,147,"Šiauliai, Lietuva",2 250 €
Opel Astra CDTI Elegance,2004-07,Dyzelinas,245 888 km,Mechaninė,1.7,74,"Kazlų Rūda, Lietuva",2 250 €
Hyundai Grand Santa Fe 2.0,2003-05,Benzinas,128 000 km,Mechaninė,2.0,,"Radviliškis, Lietuva",2 250 € + mokesčiai
BMW 320,2004-10,Dyzelinas,370 000 km,Mechaninė,2.0,110,"Marijampolė, Lietuva",2 250 €
BMW 520 E34,1990-01,Benzinas/Dujos,,Mechaninė,2.0,,"Klaipėda, Lietuva",2 250 €
Subaru Forester II,2005-12,Benzinas,,Automatinė,2.5,115,"Klaipėda, Lietuva",2 250 €
Volkswagen Caravelle Caravelle D CL,1995-01,Dyzelinas,,Mechaninė,2.4,57,"Klaipėda, Lietuva",2 250 €
Audi A4 TDI,2004-06,Dyzelinas,419 000 km,Mechaninė,1.9,85,"Kaunas, Lietuva",2 250 €
Volkswagen Golf Plus,2007-01,Dyzelinas,283 000 km,Automatinė,2.0,103,"Jurbarkas, Lietuva",2 250 €
Peugeot 407 HDi Premium aut,2008-01,Dyzelinas,244 515 km,Automatinė,2.0,100,"Jurbarkas, Lietuva",2 250 €
Toyota Avensis D-4D Sol Plus,2005-08,Dyzelinas,275 000 km,Mechaninė,2.0,85,"Ukmergė, Lietuva",2 250 €
Ford Mondeo,2009-01,Dyzelinas,,Mechaninė,2.0,96,"Kaišiadorys, Lietuva",2 260 €
Opel Astra III CDTI,2009-02,Dyzelinas,233 000 km,Mechaninė,1.3,66,"Kėdainiai, Lietuva",2 299 €
Honda Jazz II S-X Cool,2005-01,Benzinas,243 235 km,Mechaninė,1.2,57,"Kretinga, Lietuva",2 299 €
Citroen Jumpy,2008-05,Dyzelinas,,Mechaninė,2.0,88,"Vilnius, Lietuva",2 299 €
Hyundai Sonata,2010-06,Benzinas,206 000 km,Mechaninė,2.0,121,"Talinas, Estija",2 299 €
Toyota Yaris,2007-01,Benzinas,110 000 km,Mechaninė,1.3,64,"Talinas, Estija",2 299 €
Skoda Octavia TDI,2006-12,Dyzelinas,293 000 km,Mechaninė,2.0,125,"Talinas, Estija",2 299 €
Chevrolet Captiva,2006-11,Benzinas,339 000 km,Mechaninė,2.4,100,"Talinas, Estija",2 299 €
Mercedes-Benz B 170,2009-04,Benzinas,269 000 km,Automatinė,2.0,85,"Talinas, Estija",2 299 €
Peugeot Partner HDi,2013-12,Dyzelinas,378 000 km,Mechaninė,1.6,55,"Talinas, Estija",2 299 €
Kia Sportage,2007-11,Benzinas,167 000 km,Mechaninė,2.0,104,"Talinas, Estija",2 299 €
Audi A3,2005-12,Benzinas,206 000 km,Automatinė,1.6,75,"Talinas, Estija",2 299 €
Honda CR-V,2003-10,Benzinas/Dujos,315 000 km,Mechaninė,2.0,110,"Talinas, Estija",2 299 €
Volkswagen Passat TDI,2007-09,Dyzelinas,359 000 km,Mechaninė,2.0,125,"Talinas, Estija",2 299 €
Audi A4 TDI,2005-02,Dyzelinas,377 000 km,Automatinė,2.5,120,"Talinas, Estija",2 299 €
Audi A4,2005-07,Benzinas,298 000 km,Automatinė,2.0,96,"Talinas, Estija",2 299 €
Skoda Octavia,2011-04,Benzinas,305 000 km,Mechaninė,1.2,77,"Talinas, Estija",2 299 €
Citroen C5 HDi,2010-08,Dyzelinas,379 000 km,Automatinė,2.0,100,"Talinas, Estija",2 299 €
Volvo V50 D,2008-09,Dyzelinas,266 000 km,Automatinė,2.0,100,"Talinas, Estija",2 299 €
Volkswagen Caddy TDI,2010-04,Dyzelinas,297 000 km,Automatinė,1.9,77,"Talinas, Estija",2 299 €
Mercedes-Benz E 220 CDI,2006-02,Dyzelinas,242 000 km,Automatinė,2.1,110,"Talinas, Estija",2 299 €
Renault Megane dCi,2011-01,Dyzelinas,174 000 km,Mechaninė,1.5,78,"Talinas, Estija",2 299 €
Toyota Corolla,2005-04,Benzinas,145 000 km,Mechaninė,1.6,81,"Talinas, Estija",2 299 €
Kia Carens,2008-07,Benzinas,192 000 km,Automatinė,2.0,106,"Talinas, Estija",2 299 €
Volvo S80 T,2006-06,Benzinas,389 000 km,Automatinė,2.5,147,"Talinas, Estija",2 299 €
Mercedes-Benz C 220 CDI,2006-03,Dyzelinas,344 000 km,Automatinė,2.1,110,"Talinas, Estija",2 299 €
Opel Astra CDTi,2011-03,Dyzelinas,291 000 km,Mechaninė,1.7,92,"Talinas, Estija",2 299 €
Audi A6,2008-04,Benzinas,269 000 km,Automatinė,2.4,130,"Talinas, Estija",2 299 €
Mercedes-Benz E 270 CDI,2004-07,Dyzelinas,332 000 km,Automatinė,2.7,130,"Talinas, Estija",2 299 €
MINI Cooper,2007-05,Benzinas,186 000 km,Mechaninė,1.6,88,"Talinas, Estija",2 299 €
Honda CR-V,2005-07,Benzinas,264 000 km,Mechaninė,2.0,110,"Talinas, Estija",2 299 €
Skoda Roomster,2010-09,Benzinas/Dujos,193 000 km,Mechaninė,1.2,51,"Talinas, Estija",2 299 €
Ford Mondeo,2008-07,Benzinas,267 000 km,Mechaninė,2.0,107,"Talinas, Estija",2 299 €
Honda CR-V,2004-09,Benzinas,293 000 km,Mechaninė,2.0,110,"Talinas, Estija",2 299 €
Renault Trafic dCi,2002-08,Dyzelinas,336 000 km,Mechaninė,1.9,60,"Talinas, Estija",2 299 €
Toyota Aygo,2007-01,Benzinas,101 000 km,Automatinė,1.0,50,"Talinas, Estija",2 299 €
SEAT Exeo TDI,2009-10,Dyzelinas,282 000 km,Mechaninė,2.0,105,"Talinas, Estija",2 299 €
Ford Fiesta,2008-11,Benzinas,194 000 km,Mechaninė,1.2,60,"Talinas, Estija",2 299 €
Volkswagen Caravelle,2000-12,Dyzelinas,,Mechaninė,1.9,50,"Alytus, Lietuva",2 300 €
Seat Altea,2005-09,Benzinas,,Mechaninė,2.0,,"Kaunas, Lietuva",2 300 €
Mazda MX-5 i 16V,2004-07,Benzinas,151 000 km,Mechaninė,1.6,81,"Klaipėda, Lietuva",2 300 €
BMW 525,2004-01,Dyzelinas,188 000 km,Mechaninė,2.5,,"Klaipėda, Lietuva",2 300 €
Ford Mondeo,2008-08,Dyzelinas,,Mechaninė,2.0,103,"Vilnius, Lietuva",2 300 €
BMW 330 E46,2004-01,Dyzelinas,375 945 km,Automatinė,3.0,150,"Klaipėda, Lietuva",2 300 €
Seat Altea,2004-05,Benzinas/Dujos,236 000 km,Mechaninė,1.6,75,"Radviliškis, Lietuva",2 300 €
Volkswagen Sharan I T Comfortline Tiptr.,2002-06,Benzinas/Dujos,360 000 km,Automatinė,1.8,110,"Kaunas, Lietuva",2 300 €
BMW 318 E90 i,2006-01,Benzinas/Dujos,251 000 km,Mechaninė,2.0,95,"Vilnius, Lietuva",2 300 €
Mercedes-Benz E 220 Cdi,2005-04,Dyzelinas,301 121 km,Mechaninė,2.2,,"Kaunas, Lietuva",2 300 €
BMW 520 E39 i Touring,2002-01,Benzinas,280 000 km,Automatinė,2.2,125,"Vilnius, Lietuva",2 300 €
Volkswagen Passat TDI Highline,2008-12,Dyzelinas,360 000 km,Mechaninė,1.9,77,"Vilnius, Lietuva",2 300 €
Nissan Murano V6 X-Tronic,2005-07,Benzinas,238 700 km,Automatinė,3.5,172,"Klaipėda, Lietuva",2 300 €
Audi A4 4x4 Quatro,2000-03,Benzinas,209 000 km,Mechaninė,2.4,121,"Joniškis, Lietuva",2 300 €
Volkswagen Golf V,2004-01,Benzinas,200 000 km,Mechaninė,1.6,85,"Kaunas, Lietuva",2 300 €
Fiat Doblo,2008-10,Benzinas/Dujos,250 000 km,Mechaninė,1.6,76,"Marijampolė, Lietuva",2 300 €
Ford Mondeo Mk4 TDCi Ambiente,2007-12,Dyzelinas,261 800 km,Mechaninė,1.8,74,"Šilutė, Lietuva",2 300 €
BMW 728 E38 i,1998-01,Benzinas,,Automatinė,2.8,142,"Kaunas, Lietuva",2 300 €
Volvo XC70,2002-10,Benzinas,300 000 km,Mechaninė,2.5,154,"Lazdijai, Lietuva",2 300 €
Volkswagen Golf IV Basis aut,2002-02,Benzinas,194 515 km,Automatinė,1.6,75,"Jonava, Lietuva",2 300 €
Volkswagen Jetta,2008-08,Dyzelinas,404 000 km,Mechaninė,1.9,77,"Panevėžys, Lietuva",2 300 €
BMW 525 E39,2003-09,Dyzelinas,600 000 km,Automatinė,2.5,120,"Širvintos, Lietuva",2 300 €
Audi A6,1996-02,Benzinas,266 000 km,Automatinė,2.6,110,"Vilkaviškis, Lietuva",2 300 €
Audi A6 Quattro,2006-01,Benzinas,,Mechaninė,2.4,130,"Jurbarkas, Lietuva",2 300 €
Ssangyong Korando,2000-09,Dyzelinas,,Mechaninė,2.3,,"Šilalė, Lietuva",2 300 €
Ford Focus Mk2,2009-02,Benzinas,202 130 km,Mechaninė,1.8,100,"Kaunas, Lietuva",2 300 €
Toyota Yaris,2007-07,Dyzelinas,223 000 km,Mechaninė,1.4,66,"Ukmergė, Lietuva",2 300 €
Citroen C5 III HDi Exclusive,2009-07,Dyzelinas,,Mechaninė,2.2,125,"Vilnius, Lietuva",2 350 €
Ssangyong REXTON 2.7,2006-03,Dyzelinas,229 000 km,Automatinė,2.7,121,"Radviliškis, Lietuva",2 350 € + mokesčiai
Audi A3 TDI  Comfortline,2004-01,Dyzelinas,,Mechaninė,2.0,103,"Kaišiadorys, Lietuva",2 350 €
Saab 9-3 II TiDS Linear,2008-04,Dyzelinas,234 000 km,Mechaninė,1.9,110,"Vilnius, Lietuva",2 350 €
Fiat Doblo,2011-10,Dyzelinas,155 000 km,Mechaninė,1.2,66,"Telšiai, Lietuva",2 350 €
Volkswagen Touran,2003-12,Dyzelinas,301 100 km,Mechaninė,1.9,74,"Alytus, Lietuva",2 350 €
Volkswagen Passat B6 Tdi,2005-05,Dyzelinas,300 000 km,Mechaninė,2.0,103,"Klaipėda, Lietuva",2 350 €
Volvo V50 Summum,2007-12,Benzinas,,Mechaninė,1.8,92,"Panevėžys, Lietuva",2 350 €
BMW 525 E60 d Touring,2005-10,Dyzelinas,330 000 km,Automatinė,2.5,130,"Šiauliai, Lietuva",2 350 €
Hyundai i30,2011-08,Benzinas,173 000 km,Mechaninė,1.4,77,"Marijampolė, Lietuva",2 350 €
Opel Vectra C CDTI Elegance,2006-06,Dyzelinas,,Mechaninė,1.9,110,"Kaunas, Lietuva",2 350 €
Volkswagen Golf TDI,2006-07,Dyzelinas,253 000 km,Mechaninė,1.9,74,"Kėdainiai, Lietuva",2 350 €
Audi A6,2006-05,Dyzelinas,,Mechaninė,2.4,130,"Klaipėda, Lietuva",2 350 €
MINI Cooper MINI,2004-01,Benzinas,208 000 km,Mechaninė,1.6,85,"Kretinga, Lietuva",2 350 €
Volkswagen Touran TDI Highline,2005-06,Dyzelinas,287 258 km,Mechaninė,2.0,103,"Kėdainiai, Lietuva",2 350 €
Volkswagen Golf V TDI,2005-04,Dyzelinas,269 000 km,Mechaninė,1.9,77,"Marijampolė, Lietuva",2 350 €
Ford Fiesta,2008-08,Benzinas,100 000 km,Mechaninė,1.4,59,"Kaunas, Lietuva",2 350 €
Opel Vectra C CDTI Essentia,2008-01,Dyzelinas,267 269 km,Mechaninė,1.9,88,"Marijampolė, Lietuva",2 350 €
Peugeot 308,2009-09,Dyzelinas,270 000 km,Mechaninė,1.6,,"Kaunas, Lietuva",2 350 €
Citroen Nemo,2014-10,Dyzelinas,,Mechaninė,1.2,55,"Vilnius, Lietuva",2 350 €
Skoda Octavia,2008-01,Dyzelinas,250 023 km,Mechaninė,1.9,77,"Vilnius, Lietuva",2 350 €
Nissan Tiida,2009-01,Benzinas/Dujos,177 000 km,Mechaninė,1.8,93,"Kuršėnai, Lietuva",2 350 €
BMW 320 i Touring,2008-01,Benzinas,,Mechaninė,2.0,125,"Kaunas, Lietuva",2 350 €
Volkswagen Transporter Caravelle TDI Basis,1996-07,Dyzelinas,,Mechaninė,2.5,75,"Jonava, Lietuva",2 350 €
Volkswagen Passat B5 FL,2003-07,Dyzelinas,372 000 km,Automatinė,2.5,132,"Vilnius, Lietuva",2 350 €
Audi A6,2006-12,Dyzelinas,412 345 km,Automatinė,2.7,132,"Ignalina, Lietuva",2 350 €
Peugeot Kitas,1991-01,Dyzelinas,,Mechaninė,1.9,,"Klaipėda, Lietuva",2 350 €
Audi A4,2011-07,Dyzelinas,,Mechaninė,2.0,,"Kelmė, Lietuva",2 350 €
Opel Astra CDTI Cosmo,2008-04,Dyzelinas,288 000 km,Mechaninė,1.9,74,"Marijampolė, Lietuva",2 350 €
Peugeot 407,2007-03,Dyzelinas,267 000 km,Mechaninė,2.0,,"Kaunas, Lietuva",2 350 €
Seat Alhambra 2.0,2006-11,Benzinas,240 000 km,Automatinė,1.8,110,"Alytus, Lietuva",2 350 €
BMW 318,1991-09,Benzinas,187 251 km,Mechaninė,1.8,83,"Jonava, Lietuva",2 350 €
Kia Pro cee'd,2009-05,Benzinas,174 500 km,Mechaninė,1.6,85,"Kalvarija, Lietuva",2 350 €
Citroen C4 Picasso,2010-11,Dyzelinas,220 000 km,Mechaninė,1.6,80,"Anykščiai, Lietuva",2 390 €
Volkswagen Golf V TDI Comfortline,2006-01,Dyzelinas,332 639 km,Mechaninė,1.9,77,"Kretinga, Lietuva",2 395 €
Peugeot 207,2007-12,Dyzelinas,279 000 km,Mechaninė,1.6,80,"Kretinga, Lietuva",2 399 €
Subaru Impreza,2008-02,Benzinas,218 000 km,Mechaninė,1.5,79,"Talinas, Estija",2 399 €
Ford Transit TDCi,2012-04,Dyzelinas,268 000 km,Mechaninė,1.8,55,"Talinas, Estija",2 399 €
Seat Leon,2006-08,Dyzelinas,324 500 km,Mechaninė,1.9,81,"Kaišiadorys, Lietuva",2 399 €
Skoda Fabia,2009-09,Benzinas,185 219 km,Mechaninė,1.6,77,"Marijampolė, Lietuva",2 399 €
Kia Sorento CRD,2007-05,Dyzelinas,301 000 km,Mechaninė,2.5,125,"Talinas, Estija",2 399 €
Nissan Note,2006-10,Benzinas,195 000 km,Automatinė,1.6,81,"Talinas, Estija",2 399 €
BMW 118 E87 d,2011-02,Dyzelinas,260 000 km,Mechaninė,2.0,105,"Kitas miestas, Lietuva",2 399 €
Citroen C3,2011-01,Benzinas,186 000 km,Mechaninė,1.4,70,"Talinas, Estija",2 399 €
Honda Civic,2006-04,Benzinas,165 000 km,Mechaninė,1.8,103,"Talinas, Estija",2 399 €
Volkswagen Golf,2009-01,Benzinas,339 000 km,Mechaninė,1.4,59,"Talinas, Estija",2 399 €
Toyota Yaris,2007-07,Benzinas,169 000 km,Automatinė,1.3,64,"Talinas, Estija",2 399 €
Audi A6 TDI,2005-11,Dyzelinas,375 000 km,Automatinė,3.0,165,"Talinas, Estija",2 399 €
Mercedes-Benz C 220 CDI,2006-05,Dyzelinas,254 000 km,Mechaninė,2.1,110,"Talinas, Estija",2 399 €
Nissan Note,2007-05,Benzinas/Dujos,265 000 km,Automatinė,1.6,81,"Talinas, Estija",2 399 €
Cadillac SRX,2006-12,Benzinas,164 000 km,Automatinė,3.6,190,"Talinas, Estija",2 399 €
Nissan Note dCi,2009-03,Dyzelinas,245 000 km,Mechaninė,1.5,63,"Talinas, Estija",2 399 €
Nissan Murano,2006-05,Benzinas,274 000 km,Automatinė,3.5,172,"Talinas, Estija",2 399 €
Mercedes-Benz B 170,2009-06,Benzinas/Dujos,316 000 km,Automatinė,2.0,85,"Talinas, Estija",2 399 €
Audi A6,2004-10,Benzinas,347 000 km,Automatinė,3.1,188,"Talinas, Estija",2 399 €
Chrysler Voyager CRD,2007-01,Dyzelinas,295 000 km,Automatinė,2.8,110,"Talinas, Estija",2 399 €
Honda Civic,2006-04,Benzinas,158 000 km,Mechaninė,1.8,103,"Talinas, Estija",2 399 €
Chevrolet Cruze,2010-02,Benzinas,215 000 km,Mechaninė,1.8,104,"Talinas, Estija",2 399 €
Citroen C3,2010-06,Benzinas,218 000 km,Mechaninė,1.4,54,"Talinas, Estija",2 399 €
Mercedes-Benz Sprinter CDI,2000-09,Dyzelinas,460 000 km,Mechaninė,2.1,95,"Talinas, Estija",2 399 €
Mitsubishi Pajero,2004-06,Dyzelinas,,Mechaninė,3.2,,"Vilnius, Lietuva",2 400 €
Toyota Corolla Verso,2006-10,Dyzelinas,,Mechaninė,2.2,100,"Kaunas, Lietuva",2 400 €
Volkswagen Touran I TDI,2008-03,Dyzelinas,356 600 km,Mechaninė,1.9,77,"Jonava, Lietuva",2 400 €
Renault Espace IV,2007-01,Dyzelinas,199 811 km,Automatinė,2.0,127,"Kaunas, Lietuva",2 400 €
Peugeot 308 Premium,2008-10,Benzinas,259 000 km,Mechaninė,1.6,110,"Šiauliai, Lietuva",2 400 €
BMW 320 E90,2006-03,Dyzelinas,,Mechaninė,2.0,120,"Vilnius, Lietuva",2 400 €
Ford Galaxy Mk3 TDCi Ambiente,2007-12,Dyzelinas,522 350 km,Mechaninė,2.0,103,"Vilnius, Lietuva",2 400 €
Jeep Cherokee III,2003-03,Dyzelinas,,Automatinė,2.8,110,"Vilnius, Lietuva",2 400 €
Nissan X-Trail I,2004-11,Dyzelinas,340 000 km,Mechaninė,2.2,100,"Vilnius, Lietuva",2 400 €
Volkswagen Passat B5 V6 4Mot. Highline Ti,2000-07,Benzinas,260 000 km,Automatinė,2.8,142,"Vilnius, Lietuva",2 400 €
Nissan Micra,2006-03,Benzinas/Dujos,253 000 km,Mechaninė,1.4,65,"Kėdainiai, Lietuva",2 400 €
Nissan Micra Tekna,2007-06,Benzinas,225 000 km,Mechaninė,1.4,65,"Kėdainiai, Lietuva",2 400 €
Honda FR-V,2007-11,Dyzelinas,273 841 km,Mechaninė,2.2,103,"Radviliškis, Lietuva",2 400 €
Hyundai Terracan CRDi High,2003-03,Dyzelinas,300 000 km,Automatinė,2.9,110,"Vilnius, Lietuva",2 400 €
Volkswagen Golf V TDI,2006-08,Dyzelinas,306 000 km,Mechaninė,1.9,66,"Marijampolė, Lietuva",2 400 €
Volkswagen Touran I TDI Highline,2004-06,Dyzelinas,,Mechaninė,2.0,100,"Šiauliai, Lietuva",2 400 €
Peugeot 308 HDi Premium,2009-04,Dyzelinas,1 km,Mechaninė,1.6,66,"Vilnius, Lietuva",2 400 €
BMW 525 E60 d Touring,2005-12,Dyzelinas,,Mechaninė,2.5,130,"Šiauliai, Lietuva",2 400 €
Opel Corsa D,2010-04,Dyzelinas,234 500 km,Mechaninė,1.3,55,"Vilnius, Lietuva",2 400 €
Toyota Corolla Verso,2006-05,Dyzelinas,291 879 km,Mechaninė,22.0,100,"Kaunas, Lietuva",2 400 €
BMW 525 E60 d Touring,2004-01,Dyzelinas,,Mechaninė,2.5,120,"Rokiškis, Lietuva",2 400 €
BMW 730,2003-01,Dyzelinas,445 600 km,Automatinė,3.0,160,"Vilnius, Lietuva",2 400 €
Volkswagen Golf IV TDI,2003-07,Dyzelinas,230 000 km,Automatinė,1.9,74,"Panevėžys, Lietuva",2 400 €
Hyundai Sonata CRDi Executive aut,2008-01,Dyzelinas,258 587 km,Automatinė,2.0,103,"Kretinga, Lietuva",2 400 €
Volkswagen Transporter T4,1996-04,Dyzelinas,,Mechaninė,1.9,66,"Vilnius, Lietuva",2 400 €
Volkswagen Transporter,1996-11,Dyzelinas,657 754 km,Mechaninė,2.5,74,"Vilnius, Lietuva",2 400 €
Audi A6 C6,2007-04,Dyzelinas,400 000 km,Mechaninė,2.7,132,"Marijampolė, Lietuva",2 400 €
Ford Transit,2008-01,Dyzelinas,300 000 km,Mechaninė,2.2,81,"Alytus, Lietuva",2 450 €
Subaru Justy JA,2010-07,Benzinas,116 000 km,Mechaninė,1.0,51,"Kaunas, Lietuva",2 450 €
